society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Ai36,Jur,xd366,luok1236,Luo (Kenya and Tanzania),Nilotic,EA001,0,0-5%,1920,,
Ai37,Koalib,xd367,koal1240,Koalib-Rere,Heibanic,EA001,0,0-5%,1940,,
Ai38,Korongo,xd368,kron1241,Krongo,Kadugli-Krongo,EA001,0,0-5%,1930,,
Ai39,Mesakin,xd369,ngil1242,Ngile,Narrow Talodi,EA001,0,0-5%,1940,,
Ai4,Ingassana,xd370,gaam1241,Gaam,Eastern Jebel,EA001,0,0-5%,1920,,
Ai40,Moro,xd371,moro1285,Moro,Heibanic,EA001,0,0-5%,1940,,
Ai41,Tira,xd372,tira1254,Tira,Heibanic,EA001,0,0-5%,1930,,
Ai42,Tullishi,xd373,tuli1249,Tulishi,Kadugli-Krongo,EA001,0,0-5%,1940,,
Ai43,Nyimang,xd374,amas1236,Ama (Sudan),Nyimang,EA001,0,0-5%,1930,,
Ai44,Anuak,xd375,anua1242,Anuak,Nilotic,EA001,0,0-5%,1920,,
Ai45,Meban,xd376,maba1273,Mabaan,Nilotic,EA001,0,0-5%,1930,,
Ai46,Koma,xd377,komo1258,Komo (Sudan),Koman,EA001,0,0-5%,1930,,
Ai9,Masa,xd383,masa1322,Masana,Afro-Asiatic,EA001,0,0-5%,1910,Around Yagoua in Cameroon,
Aj1,Teso,xd384,teso1249,Teso,Nilotic,EA001,0,0-5%,1950,,
Aj11,Dinka,xd386,sout2832,Southwestern Dinka,Nilotic,EA001,0,0-5%,1900,,
Aj12,Lotuko,xd387,otuh1238,Otuho,Nilotic,EA001,0,0-5%,1920,,
Aj13,Pojulu,xd388,poju1239,Pöjulu,Nilotic,EA001,0,0-5%,1930,,
Aj14,Kakwa,xd389,kakw1240,Kakwa,Nilotic,EA001,0,0-5%,1931,,
Aj15,Kuku,xd390,kuku1285,Kuku,Nilotic,EA001,0,0-5%,1900,,
Aj16,Mondari,xd391,mand1425,Mandari,Nilotic,EA001,0,0-5%,1930,with special reference to the Riverain Mondari,
Aj17,Alur,xd392,alur1250,Alur,Nilotic,EA001,0,0-5%,1890,,
Aj18,Bodi,xd393,meen1242,Me'en,Surmic,EA001,0,0-5%,1950,,
Aj19,Didinga,xd394,didi1258,Didinga,Surmic,EA001,0,0-5%,1920,,
Aj2,Maasi,xd395,masa1300,Masai,Nilotic,EA001,0,0-5%,1900,Kisonko or Southern Masai of Tanzania,
Aj20,Suri,xd396,suri1267,Tirma-Chai,Surmic,EA001,0,0-5%,1940,,
Aj21,Jie,xd397,jiee1239,Jie,Nilotic,EA001,0,0-5%,1930,,
Aj22,Labwor,xd398,labw1238,Labwor,Nilotic,EA001,0,0-5%,1930,,
Aj23,Plains Suk,xd399,east2420,East Pokot,Nilotic,EA001,0,0-5%,1950,,
Aj26,Hill Suk,xd402,west2492,West Pokot,Nilotic,EA001,0,0-5%,1910,,
Aj27,Sapei,xd403,kups1238,Kupsabiny,Nilotic,EA001,0,0-5%,1920,,
Aj28,Tatoga,xd404,dato1239,Barabayiiga-Gisamjanga,Nilotic,EA001,0,0-5%,1940,,
Aj29,Samburu,xd405,samb1315,Samburu,Nilotic,EA001,0,0-5%,1950,,
Aj3,Nuer,xd406,nuer1246,Nuer,Nilotic,EA001,0,0-5%,1930,,
Aj30,Karamojong,xd407,nucl1430,Nuclear Karamojong,Nilotic,EA001,0,0-5%,1950,,
Aj31,Pari,xd408,pari1256,Päri,Nilotic,EA001,0,0-5%,1920,,
Aj4,Lango,xd409,lang1324,Lango (Uganda),Nilotic,EA001,0,0-5%,1920,,
Aj6,Luo,xd411,luok1236,Luo (Kenya and Tanzania),Nilotic,EA001,0,0-5%,1940,,
Aj7,Nandi,xd412,nand1266,Nandi,Nilotic,EA001,0,0-5%,1910,,
Aj8,Bari,xd413,ligo1238,Ligo,Nilotic,EA001,0,0-5%,1920,,
Aj9,Kipsigis,xd414,kips1239,Kipsigis,Nilotic,EA001,0,0-5%,1920,,
Ca1,Konso,xd415,kons1243,Konso,Afro-Asiatic,EA001,0,0-5%,1930,Town of Buso,
Ca10,Esa,xd416,nort3051,Northern Somali,Afro-Asiatic,EA001,0,0-5%,1880,,
Ca11,Arusi,xd417,bora1271,Borana-Arsi-Guji Oromo,Afro-Asiatic,EA001,0,0-5%,1890,,
Ca12,Gibe,xd418,west2721,West Central Oromo,Afro-Asiatic,EA001,0,0-5%,1880,,
Ca13,Macha,xd419,west2721,West Central Oromo,Afro-Asiatic,EA001,0,0-5%,1950,with special reference to the eastern Macha,
Ca14,Burji,xd420,burj1242,Burji,Afro-Asiatic,EA001,0,0-5%,1950,,
Ca15,Darasa,xd421,gede1246,Gedeo,Afro-Asiatic,EA001,0,0-5%,1930,,
Ca16,Sidama,xd422,sida1246,Sidamo,Afro-Asiatic,EA001,0,0-5%,1930,,
Ca17,Tsamai,xd423,tsam1247,Tsamai,Afro-Asiatic,EA001,0,0-5%,1950,,
Ca18,Arbore,xd424,arbo1245,Arbore,Afro-Asiatic,EA001,0,0-5%,1940,,
Ca19,Banna,xd425,hame1242,Hamer-Banna,South Omotic,EA001,0,0-5%,1950,,
Ca2,Somali,xd426,nort3051,Northern Somali,Afro-Asiatic,EA001,0,0-5%,1950,Dolbahanta clan or subtribe,
Ca20,Galab,xd427,daas1238,Daasanach,Afro-Asiatic,EA001,0,0-5%,1890,,
Ca21,Hamar,xd428,hame1242,Hamer-Banna,South Omotic,EA001,0,0-5%,1950,,
Ca22,Male,xd429,male1284,Male (Ethiopia),Ta-Ne-Omotic,EA001,0,0-5%,1950,,
Ca23,Bako,xd430,aari1239,Aari,South Omotic,EA001,0,0-5%,1950,,
Ca24,Dime,xd431,dime1235,Dime,South Omotic,EA001,0,0-5%,1950,,
Ca25,Shangama,xd432,aari1239,Aari,South Omotic,EA001,0,0-5%,1950,,
Ca26,Ubamer,xd433,aari1239,Aari,South Omotic,EA001,0,0-5%,1950,,
Ca28,Basketo,xd435,bask1236,Basketo,Ta-Ne-Omotic,EA001,0,0-5%,1950,,
Ca29,Yem,xd436,toba1264,Toba (Ethiopia),Ta-Ne-Omotic,EA001,0,0-5%,1920,,
Ca3,Tigrinya,xd437,tigr1271,Tigrinya,Afro-Asiatic,EA001,0,0-5%,1950,,
Ca31,Beta Israel,xd439,qima1242,Qimant,Afro-Asiatic,EA001,0,0-5%,1860,,
Ca34,Ababda,xd442,abab1239,Ababda,Afro-Asiatic,EA001,0,0-5%,1920,,
Ca35,Amarar,xd443,amar1281,Amara (Beja),Afro-Asiatic,EA001,0,0-5%,1930,,
Ca36,Beni-Amer,xd444,mans1267,Mansa',Afro-Asiatic,EA001,0,0-5%,1860,,
Ca37,Blin,xd445,bili1260,Bilin,Afro-Asiatic,EA001,0,0-5%,1850,Bogo Tribe,
Ca38,Tigre,xd446,mans1267,Mansa',Afro-Asiatic,EA001,0,0-5%,1860,"with special reference to the Maria (Marea, Marya) subtribe in the north",
Ca39,Jimma,xd447,west2721,West Central Oromo,Afro-Asiatic,EA001,0,0-5%,1930,,
Ca4,Iraqw,xd448,iraq1241,Iraqw,Afro-Asiatic,EA001,0,0-5%,1950,,
Ca40,Baditu,xd449,koor1239,Koorete,Ta-Ne-Omotic,EA001,0,0-5%,1950,,
Ca41,Dorse,xd450,dorz1235,Dorze,Ta-Ne-Omotic,EA001,0,0-5%,1950,,
Ca42,Shako,xd451,shek1245,Sheko,Dizoid,EA001,0,0-5%,1950,,
Ca5,Bisharin,xd453,bish1251,Bisharin,Afro-Asiatic,EA001,0,0-5%,1930,,
Ca7,Amhara,xd455,amha1245,Amharic,Afro-Asiatic,EA001,0,0-5%,1950,Gondar district,
Ca8,Gurage,xd456,seba1251,Sebat Bet Gurage,Afro-Asiatic,EA001,0,0-5%,1940,,
Ca9,Goroa,xd457,goro1270,Gorowa,Afro-Asiatic,EA001,0,0-5%,1890,,
Cb1,Maguzawa,xd458,kano1249,Kano,Afro-Asiatic,EA001,0,0-5%,1940,,
Cb11,Midobi,xd460,mido1240,Midob,Nubian,EA001,0,0-5%,1900,,
Cb12,Gimma,xd461,nort3133,North Kordofan Arabic,Afro-Asiatic,EA001,0,0-5%,1920,,
Cb14,Hemat,xd463,bath1248,Batha,Afro-Asiatic,EA001,0,0-5%,1910,,
Cb15,Messiria Humr,xd464,tama1331,Tama (Chad),Tamaic,EA001,0,0-5%,1940,with special reference to the Humr,
Cb17,Fur,xd466,furr1244,Fur,Furan,EA001,0,0-5%,1880,Jebel Marra,
Cb18,Kanembu,xd467,kane1243,Kanembu,Saharan,EA001,0,0-5%,1930,,
Cb2,Wolof,xd469,nucl1347,Wolof,Atlantic-Congo,EA001,0,0-5%,1950,Upper and lower Salum in Gambia,
Cb20,Zerma,xd470,zarm1239,Zarma-Kaado,Songhay,EA001,0,0-5%,1920,,
Cb21,Djafun,xd471,adam1253,Adamawa Fulfulde,Atlantic-Congo,EA001,0,0-5%,1930,,
Cb22,Liptako,xd472,west2454,Western Niger Fulfulde,Atlantic-Congo,EA001,0,0-5%,1920,,
Cb23,Tukulor,xd473,pula1263,Pulaar,Atlantic-Congo,EA001,0,0-5%,1930,,
Cb24,Wodaabe Fulani,xd474,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,EA001,0,0-5%,1950,Wodaabe of Niger,
Cb25,Tazarawa,xd475,haus1257,Hausa,Afro-Asiatic,EA001,0,0-5%,1930,,
Cb27,Bachama,xd477,baca1246,Bacama,Afro-Asiatic,EA001,0,0-5%,1920,,
Cb28,Dera,xd478,dera1248,Dera (Nigeria),Afro-Asiatic,EA001,0,0-5%,1920,,
Cb3,Songhai,xd480,koyr1242,Koyraboro Senni Songhai,Songhay,EA001,0,0-5%,1940,Bamba division,
Cb4,Hasania,xd481,khar1296,Khartoum,Afro-Asiatic,EA001,0,0-5%,1920,,
Cb6,Tera,xd483,tera1251,Tera,Afro-Asiatic,EA001,0,0-5%,1920,,
Cb8,Bororo Fulani,xd485,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,EA001,0,0-5%,1920,with special reference to the Bororo Fulani of Skoto,
Cc1,Regeibat,xd487,hass1238,Hassaniyya,Afro-Asiatic,EA001,0,0-5%,1950,,
Cc15,Drawa,xd493,susi1238,Susiua,Afro-Asiatic,EA001,0,0-5%,1920,,
Cc16,Chaambra,xd494,algi1247,Algiers,Afro-Asiatic,EA001,0,0-5%,1930,,
Cc17,Delim,xd495,hass1238,Hassaniyya,Afro-Asiatic,EA001,0,0-5%,1930,,
Cc19,Trarza,xd497,hass1238,Hassaniyya,Afro-Asiatic,EA001,0,0-5%,1950,,
Cc20,Zenaga,xd499,zena1248,Zenaga,Afro-Asiatic,EA001,0,0-5%,1910,with special reference to the more nomadic northern groups,
Cc3,Siwans,xd500,siwi1239,Siwi,Afro-Asiatic,EA001,0,0-5%,1920,inhabitants of the oasis of Siwa,
Cc4,Mzab,xd501,tumz1238,Tumzabt,Afro-Asiatic,EA001,0,0-5%,1920,,
Cc5,Kel Antessar,xd502,timb1263,Timbuktu,Afro-Asiatic,EA001,0,0-5%,1910,,
Cc6,Kababish,xd503,nort3133,North Kordofan Arabic,Afro-Asiatic,EA001,0,0-5%,1910,,
Cc7,Barabish,xd504,hass1238,Hassaniyya,Afro-Asiatic,EA001,0,0-5%,1950,Timbuctoo,
Cc8,Aulliminden,xd505,ioul1238,Ioullemmeden,Afro-Asiatic,EA001,0,0-5%,1890,,
Cd1,Barabra,xd507,kenu1236,Kenuzi-Dongola,Nubian,EA001,0,0-5%,1920,Kenuzi Nubians of Dahmit,
Cd10,Zekara,xd508,chen1266,Western Algerian Berber,Afro-Asiatic,EA001,0,0-5%,1900,,
Cd11,Guanche,xd509,guan1277,Guanche,Afro-Asiatic,EA001,0,0-5%,1500,,
Cd12,Algerians,xd510,algi1247,Algiers,Afro-Asiatic,EA001,0,0-5%,1870,,
Cd13,Hamama,xd511,sout3114,South-Western Tunisian,Afro-Asiatic,EA001,0,0-5%,1930,,
Cd14,Hamyan,xd512,oran1236,Oran,Afro-Asiatic,EA001,0,0-5%,1870,,
Cd15,Jebala,xd513,jebl1238,Jebli,Afro-Asiatic,EA001,0,0-5%,1910,,
Cd16,Moroccans,xd514,sout3117,Southern Morocco Arabic,Afro-Asiatic,EA001,0,0-5%,1930,with special reference to those in the hinterlandof Casablanca,
Cd17,Nail,xd515,cons1245,Constantine,Afro-Asiatic,EA001,0,0-5%,1920,,
Cd18,Saadi,xd516,said1239,Saidi Arabic,Afro-Asiatic,EA001,0,0-5%,1920,,
Cd19,Sahel,xd517,sahi1245,Sahil,Afro-Asiatic,EA001,0,0-5%,1920,,
Cd2,Egyptians,xd518,egyp1253,Egyptian Arabic,Afro-Asiatic,EA001,0,0-5%,1950,Town and environs of Silwa,
Cd20,Sanusi,xd519,liby1240,Libyan Arabic,Afro-Asiatic,EA001,0,0-5%,1940,,
Cd21,Tunisians,xd520,tuni1260,Tunis (Tunisian Arabic),Afro-Asiatic,EA001,0,0-5%,1930,,
Cd3,Riffians,xd521,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Afro-Asiatic,EA001,0,0-5%,1920,Entirety: Moroccan,
Cd4,Kabyle,xd522,kaby1243,Kabyle,Afro-Asiatic,EA001,0,0-5%,1890,,
Cd6,Ancient Egyptians,xd524,egyp1246,Egyptian (Ancient),Afro-Asiatic,EA001,0,0-5%,-1400,with special reference to the New Empire,
Cd7,Beraber,xd525,cent2194,Central Moroccan Berber,Afro-Asiatic,EA001,0,0-5%,1910,with special reference to the Zemmur tribe,
Cd9,Tekna,xd527,hass1238,Hassaniyya,Afro-Asiatic,EA001,0,0-5%,1900,,
Ce1,Gheg,xd528,gheg1238,Gheg Albanian,Indo-European,EA001,0,0-5%,1900,Mountain Gheg of No. Albania,
Ce2,Portuguese,xd529,gali1257,Galician Portuguese,Indo-European,EA001,0,0-5%,1950,with special reference to the village of Rio de Onor in the extreme northeast,
Ce3,Ancient Romans,xd530,lati1261,Latin,Indo-European,EA001,0,0-5%,100,City and environs of Rome,
Ce4,French Basques,xd531,labo1236,Labourdin,Basque,EA001,0,0-5%,1930,Labourd,
Ce5,Neapolitans,xd532,neap1235,Continental Southern Italian,Indo-European,EA001,0,0-5%,1960,with special reference to the inhabitants of the city of Naples and its immediate environs,
Ce6,Spaniards,xd533,stan1288,Spanish,Indo-European,EA001,0,0-5%,1950,with special reference to the inhabitants of Andalusia,
Ce7,Greeks,xd534,mode1248,Modern Greek,Indo-European,EA001,0,0-5%,1950,with special reference to the village of Vasilika,
Ce8,Spanish Basques,xd535,west1508,Western Low Navarrese,Basque,EA001,0,0-5%,1934,with special reference to the village of Vera,
Cf1,New Englanders,xd536,stan1293,English,Indo-European,EA001,0,0-5%,1920,Small City in Connecticut,
Cf2,Boers,xd537,afri1274,Afrikaans,Indo-European,EA001,0,0-5%,1850,of the Transvaal,
Cf4,Brazilians,xd539,braz1246,Brazilian Portuguese,Indo-European,EA001,0,0-5%,1940,with special reference to the village of Cruz das Almas near Sao Paulo,
Cf5,French Canadians,xd540,stan1290,French,Indo-European,EA001,0,0-5%,1930,,
Cg1,Dutch,xd541,dutc1256,Dutch,Indo-European,EA001,0,0-5%,1950,with special reference to the village of Anderen in Anlo parish of Drente province,
Cg2,Icelanders,xd542,icel1247,Icelandic,Indo-European,EA001,0,0-5%,1100,,
Cg3,Irish,xd543,iris1253,Irish,Indo-European,EA001,0,0-5%,1930,County Clare,
Cg4,Sami,xd544,nort2671,North Saami,Uralic,EA001,0,0-5%,1950,Konkama District,
Cg5,Walloons,xd545,wall1255,Walloon,Indo-European,EA001,0,0-5%,1950,,
Ch1,Serbs,xd546,serb1264,Serbian,Indo-European,EA001,0,0-5%,1950,with special reference to the village of Orasac,
Ch10,Romanians,xd547,baya1255,Bayash-Rudar,Indo-European,EA001,0,0-5%,1910,,
Ch11,Russians,xd548,russ1263,Russian,Indo-European,EA001,0,0-5%,1955,Viriatino Village,
Ch2,Hutsuls,xd557,sout2604,Southwest Ukrainian,Indo-European,EA001,0,0-5%,1890,,
Ch3,Czechs,xd567,czec1258,Czech,Indo-European,EA001,0,0-5%,1940,with special reference to the Hana district of central Moravia,
Ch4,Mari,xd568,east2328,Eastern Mari,Uralic,EA001,0,0-5%,1900,,
Ch5,Bulgarians,xd569,bulg1262,Bulgarian,Indo-European,EA001,0,0-5%,1940,with special reference to the village of Dragelevtsy,
Ch6,Byelorussians,xd570,bela1254,Belarusian,Indo-European,EA001,0,0-5%,1910,,
Ch7,Ukranians,xd571,east2270,East Ukrainian,Indo-European,EA001,0,0-5%,1930,,
Ch8,Magyar,xd572,hung1274,Hungarian,Uralic,EA001,0,0-5%,1940,,
Ch9,Lithuanians,xd573,lith1251,Lithuanian,Indo-European,EA001,0,0-5%,1930,,
Ci1,Kalmyk,xd574,kalm1243,Oirad-Kalmyk,Mongolic,EA001,0,0-5%,1920,with special reference to the Baga Dorbed group,
Ci10,Armenians,xd575,nucl1235,Eastern Armenian,Indo-European,EA001,0,0-5%,1900,Vicinity of Erevan,
Ci11,Kurd,xd576,cent1972,Central Kurdish,Indo-European,EA001,0,0-5%,1940,,
Ci2,Khevsur,xd578,xevs1238,Xevsur,Kartvelian,EA001,0,0-5%,1930,,
Ci3,Kumyk,xd579,kumy1244,Kumyk,Turkic,EA001,0,0-5%,1900,with special reference to the Kayakent group of eastern Dagestan,
Ci4,Cherkess,xd580,kaba1278,Kabardian,Abkhaz-Adyge,EA001,0,0-5%,1920,,
Ci5,Turks,xd581,nucl1301,Turkish,Turkic,EA001,0,0-5%,1950,Northern Anatolian Plateau,
Ci6,Ossetians,xd582,osse1243,Ossetian,Indo-European,EA001,0,0-5%,1880,,
Ci7,Chechen,xd583,chec1245,Chechen,Nakh-Daghestanian,EA001,0,0-5%,1900,,
Ci8,Georgians,xd584,imer1248,Imeretian,Kartvelian,EA001,0,0-5%,1850,,
Ci9,Svan,xd585,svan1243,Svan,Kartvelian,EA001,0,0-5%,1910,,
Cj1,Syrians,xd586,nort3142,North Mesopotamian Arabic,Afro-Asiatic,EA001,0,0-5%,1950,with special reference to the village of Tell Toqaan,
Cj3,Hebrews,xd589,anci1244,Ancient Hebrew,Afro-Asiatic,EA001,0,0-5%,-800,,
Cj4,Babylonians,xd590,akka1240,Akkadian,Afro-Asiatic,EA001,0,0-5%,-2000,City and environs of Babylon,
Cj5,Mutair,xd591,sout3119,South Najdi,Afro-Asiatic,EA001,0,0-5%,1930,,
Cj6,Jordanians,xd592,sout3123,South Levantine Arabic,Afro-Asiatic,EA001,0,0-5%,1950,with special reference to the sedentary population,
Cj7,Lebanese,xd593,nort3139,North Levantine Arabic,Afro-Asiatic,EA001,0,0-5%,1950,with special reference to the village of Munsif,
Cj8,Druze,xd594,sunn1238,Sunni Beiruti Arabic,Afro-Asiatic,EA001,0,0-5%,1930,with special reference to those of Mount Carmel in Israel,
Cj9,Yemeni,xd595,sana1295,Sanaani Arabic,Afro-Asiatic,EA001,0,0-5%,1950,,
Ea1,Sindhi,xd596,sind1272,Sindhi,Indo-European,EA001,0,0-5%,1950,,
Ea11,Ghilzai,xd598,ghil1238,Ghilzai,Indo-European,EA001,0,0-5%,1950,with special reference to the Ghilzai tribe,
Ea12,Qashqui,xd599,qash1240,Qashqa'i,Turkic,EA001,0,0-5%,1940,,
Ea13,Punjabi,xd600,west2386,Western Panjabi,Indo-European,EA001,0,0-5%,1950,Mohla Village,
Ea2,Yusufzai,xd601,yusu1238,Yusufzai,Indo-European,EA001,0,0-5%,1950,with special reference to the Yusufsai of Swat,
Ea3,Hazara,xd602,haza1239,Hazaragi,Indo-European,EA001,0,0-5%,1930,with special reference to the Urazgani,
Ea5,Nuristani,xd604,kamv1242,Kamviri,Indo-European,EA001,0,0-5%,1890,,
Ea6,Basseri,xd605,bass1257,Basseri,Indo-European,EA001,0,0-5%,1958,Nomadic branch,
Ea7,Moghol,xd606,mogh1245,Mogholi,Mongolic,EA001,0,0-5%,1950,,
Ea8,Bakhtiari,xd607,bakh1245,Bakhtiari,Indo-European,EA001,0,0-5%,1920,,
Ea9,Iranians,xd608,tehr1242,Tehrani,Indo-European,EA001,0,0-5%,1950,,
Eb1,Kazakh,xd609,kaza1248,Kazakh,Turkic,EA001,0,0-5%,1910,Great Horde,
Eb2,Tu,xd610,tuuu1240,Tu,Mongolic,EA001,0,0-5%,1920,,
Eb3,Khalka,xd611,halh1238,Halh Mongolian,Mongolic,EA001,0,0-5%,1940,Narobanchin Territory,
Eb4,Dagur,xd612,daur1238,Dagur,Mongolic,EA001,0,0-5%,1940,with special reference to the Botaha area,
Eb5,Turkmen,xd613,turk1304,Turkmen,Turkic,EA001,0,0-5%,1910,with special reference to the sedentary Teke of the Merv oasis,
Eb6,Buryat,xd614,russ1264,Russia Buriat,Mongolic,EA001,0,0-5%,1900,with special reference to those southeast of Lake Baikal,
Eb7,Chahar,xd615,peri1253,Peripheral Mongolian,Mongolic,EA001,0,0-5%,1930,,
Eb8,Uzbek,xd616,nort2690,Northern Uzbek,Turkic,EA001,0,0-5%,1800,with special reference to the Kongrat tribe,
Ec10,Ob Ostyak,xd618,khan1273,Kazym-Berezover-Suryskarer Khanty,Uralic,EA001,0,0-5%,1880,with special reference to those on the Ob River,
Ec11,Selkup,xd619,selk1253,Selkup,Uralic,EA001,0,0-5%,1900,,
Ec3,Chukchi,xd631,chuk1273,Chukchi,Chukotko-Kamchatkan,EA001,0,0-5%,1900,Reindeer Division,
Ec4,Yurak-Samoyeds,xd632,nene1249,Tundra Nenets,Uralic,EA001,0,0-5%,1900,Yurak Tribe,
Ec8,Ket,xd636,kett1243,Ket,Yeniseian,EA001,0,0-5%,1900,,
Ec9,Nanai,xd637,nana1257,Nanai,Tungusic,EA001,0,0-5%,1920,,
Ed1,Koreans,xd638,kore1280,Korean,Koreanic,EA001,0,0-5%,1950,Kanghwa Island,
Ed10,Shantung,xd639,mand1415,Mandarin Chinese,Sino-Tibetan,EA001,0,0-5%,1930,with special reference to the village of Taitou,
Ed13,Ishigakians,xd640,yaey1239,Yaeyama,Japonic,EA001,0,0-5%,1940,with special reference to the town of Kabira,
Ed14,Man,xd641,kimm1245,Kim Mun,Hmong-Mien,EA001,0,0-5%,,with special reference to the Man Lan Ten of North Vietnam,
Ed15a,Miyakans,xd642,miya1259,Miyako,Japonic,EA001,0,0-5%,1950,with special reference to the village of Karimata,
Ed15b,Chekiang,xd643,wuch1236,Wu Chinese,Sino-Tibetan,EA001,0,0-5%,1936,"Kaihsienkung Village, Chekiang",
Ed16,Cantonese,xd644,yuec1235,Yue Chinese,Sino-Tibetan,EA001,0,0-5%,1940,with special reference to the village of Yannon,
Ed2,Lolo,xd645,sich1238,Sichuan Yi,Sino-Tibetan,EA001,0,0-5%,1940,Liang Shan and Taliang S,
Ed3,Manchu,xd646,manc1252,Manchu,Tungusic,EA001,0,0-5%,1920,Aigun District,
Ed4,Miao,xd647,horn1235,Horned Miao,Hmong-Mien,EA001,0,0-5%,1940,with special reference to the Magpie (Yachio) Miao,
Ed5,Japanese,xd648,nucl1643,Japanese,Japonic,EA001,0,0-5%,1950,Okayama,
Ed6,Min Chinese,xd649,minn1241,Min Nan Chinese,Sino-Tibetan,EA001,0,0-5%,1920,with special reference to those in the hinterland of Swatow,
Ed7,Okinawans,xd650,cent2126,Central Okinawan,Japonic,EA001,0,0-5%,1950,,
Ed8,Minchia,xd651,cent2004,Central Bai,Sino-Tibetan,EA001,0,0-5%,1930,,
Ed9,Li,xd652,hlai1239,Hlai,Tai-Kadai,EA001,0,0-5%,1930,,
Ee1,Adi,xd653,bori1243,Bori-Karko,Sino-Tibetan,EA001,0,0-5%,1940,,
Ee2,Burusho,xd654,buru1296,Burushaski,,EA001,0,0-5%,1930,Hunza State,
Ee3,Lepcha,xd655,lepc1244,Lepcha,Sino-Tibetan,EA001,0,0-5%,1930,Lingthem and vicinity,
Ee4,Tibetans,xd656,tibe1272,Tibetan,Sino-Tibetan,EA001,0,0-5%,1920,with special reference to Central Tibet,
Ee5,Shina,xd657,shin1264,Shina,Indo-European,EA001,0,0-5%,1870,with special reference to the Shina tribe,
Ee6,Sherpa,xd658,sher1255,Solu-Khumbu Sherpa,Sino-Tibetan,EA001,0,0-5%,1950,with special reference to those of Khumbu,
Ee7,Kachari,xd659,kach1279,Kachari,Sino-Tibetan,EA001,0,0-5%,1840,,
Ee8,Magar,xd660,west2418,Western Magar,Sino-Tibetan,EA001,0,0-5%,1950,with special reference to the sedentary inhabitants of Banyan Hill,
Ef1,Santal,xd661,sant1410,Santali,Austroasiatic,EA001,0,0-5%,1940,Bankura and Berghum Districts,
Ef10,Bihari,xd662,mait1250,Maithili,Indo-European,EA001,0,0-5%,1880,Ganges River Valley,
Ef11,Uttar Pradesh,xd663,bhoj1244,Bhojpuri,Indo-European,EA001,0,0-5%,1945,Village and environs of Senapur,
Ef2,Bengali,xd664,beng1280,Bengali,Indo-European,EA001,0,0-5%,1940,with special reference t the Western or Hindu Bengali,
Ef3,Indo-Iranian,xd665,sans1269,Sanskrit,Indo-European,EA001,0,0-5%,-800,,
Ef4,Ho,xd666,hooo1248,Ho,Austroasiatic,EA001,0,0-5%,1920,,
Ef6,Kurukh,xd668,kuru1302,Kurukh,Dravidian,EA001,0,0-5%,1940,,
Ef7,Pahari,xd669,maha1287,Mahasu Pahari,Indo-European,EA001,0,0-5%,1950,with special reference to the village of Sirkanda in western Uttar Pradesh,
Ef9,Gujarati,xd671,guja1252,Gujarati,Indo-European,EA001,0,0-5%,1136,"Village of Atgam, Surat District; possibly also other areas",
Eg10,Telugu,xd673,telu1262,Telugu,Dravidian,EA001,0,0-5%,1950,with special reference to the village of Shamirpet,
Eg12,Khond,xd675,kuii1252,Kui (India),Dravidian,EA001,0,0-5%,1940,with special reference to the Bondo,
Eg2,Tamil,xd678,tami1289,Tamil,Dravidian,EA001,0,0-5%,1880,with special reference to the agricultural castes in Tanjore,
Eg5,Kodavas,xd681,koda1255,Kodava,Dravidian,EA001,0,0-5%,1930,,
Eg6,Kerala,xd682,mala1464,Malayalam,Dravidian,EA001,0,0-5%,1799,with special reference to Northern Kerala,
Eh10,Betsileo,xd687,bets1235,Betsileo,Austronesian,EA001,0,0-5%,,,
Eh2,Merina,xd688,meri1243,Merina,Austronesian,EA001,0,0-5%,1900,,
Eh3,Tanala,xd689,tana1285,Tanala,Austronesian,EA001,0,0-5%,1930,Menabe subtribe,
Eh6,Sinhalese,xd692,sinh1246,Sinhala,Indo-European,EA001,0,0-5%,1950,with special reference to the Kandyan Sinhalese,
Eh8,Sakalava,xd694,saka1291,West Malagasy Sakalava,Austronesian,EA001,0,0-5%,1900,,
Eh9,Antaisaka,xd695,tesa1236,Tesaka Malagasy,Austronesian,EA001,0,0-5%,1930,,
Ei1,Garo,xd696,garo1247,Garo,Sino-Tibetan,EA001,0,0-5%,1900,Rengsanggr,
Ei10,Chakma,xd697,chak1266,Chakma,Indo-European,EA001,0,0-5%,1870,,
Ei11,Aimol,xd698,aimo1244,Aimol,Sino-Tibetan,EA001,0,0-5%,1910,,
Ei12,Thado,xd699,thad1238,Thado Chin,Sino-Tibetan,EA001,0,0-5%,1910,,
Ei13,Angami,xd700,anga1288,Angami Naga,Sino-Tibetan,EA001,0,0-5%,1910,,
Ei14,Ao,xd701,aona1235,Ao Naga,Sino-Tibetan,EA001,0,0-5%,1920,with special reference to the Chongli,
Ei15,Rengma,xd702,sout2732,Southern Rengma Naga,Sino-Tibetan,EA001,0,0-5%,1930,,
Ei16,Sema,xd703,sumi1235,Sumi Naga,Sino-Tibetan,EA001,0,0-5%,1910,,
